period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,190,536,12.43,35.08
3_Month,5-11,2622,9214,9.25,32.49
6_Month,5-11,3451,14325,5.03,20.89
1_Year,5-11,4840,51442,0.9,9.53
All,5-11,4840,52652,0.67,7.29
1_Month,12-15,188,171,19.18,17.45
3_Month,12-15,1668,2146,12.98,16.7
6_Month,12-15,2541,3599,7.48,10.6
1_Year,12-15,8787,17628,3.53,7.08
All,12-15,8822,18713,2.55,5.41
1_Month,16-19,229,59,25.59,6.59
3_Month,16-19,3138,1015,21,6.79
6_Month,16-19,4439,1635,13.17,4.85
1_Year,16-19,14561,10149,7.14,4.97
All,16-19,14744,11174,4.79,3.63
1_Month,20-29,745,137,25.37,4.66
3_Month,20-29,9655,2599,20.56,5.54
6_Month,20-29,13871,4056,13.05,3.82
1_Year,20-29,36847,19680,8.26,4.41
All,20-29,37226,21606,5.71,3.31
1_Month,30-39,846,192,23.24,5.27
3_Month,30-39,11141,3311,19.05,5.66
6_Month,30-39,15489,4982,12.01,3.86
1_Year,30-39,35884,18538,7.27,3.76
All,30-39,36213,19860,5.49,3.01
1_Month,40-49,904,166,22.79,4.18
3_Month,40-49,10437,2548,17.79,4.34
6_Month,40-49,14310,3784,11.26,2.98
1_Year,40-49,32176,13714,7.05,3.01
All,40-49,32483,14569,5.46,2.45
1_Month,50-59,662,108,16.64,2.71
3_Month,50-59,7382,1509,13.3,2.72
6_Month,50-59,10087,2255,8.95,2
1_Year,50-59,20926,7475,6.48,2.32
All,50-59,21119,7898,5.05,1.89
1_Month,60-69,552,77,11.64,1.62
3_Month,60-69,5627,864,9.27,1.42
6_Month,60-69,7452,1248,6.58,1.1
1_Year,60-69,13383,3965,5.33,1.58
All,60-69,13526,4147,4.33,1.33
1_Month,70-79,405,34,8.37,0.7
3_Month,70-79,3550,372,6.52,0.68
6_Month,70-79,4492,506,4.8,0.54
1_Year,70-79,6824,1263,4.15,0.77
All,70-79,6895,1341,3.52,0.68
1_Month,80+,316,29,11.5,1.05
3_Month,80+,2523,261,8.23,0.85
6_Month,80+,3010,343,6.27,0.71
1_Year,80+,4397,753,5.3,0.91
All,80+,4471,813,4.29,0.78
