age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,54,0,386,15.4,0,152.6,0,0,0,0,0,0
16-19,33,63,158,9.3,68.7,129.7,0,0,0,0,0,0
20-29,83,158,361,10,66.9,170.8,0,1,4,0,0.4,1.9
30-39,140,179,373,17.4,84.2,241.8,0,0,12,0,0,7.8
40-49,130,134,304,15.9,88.7,255.8,1,0,27,0.1,0,22.7
50-59,60,55,174,8.8,58.4,215,1,2,32,0.1,2.1,39.5
60-69,53,41,101,8.4,79.8,172.7,5,3,31,0.8,5.8,53
70-79,48,21,68,10.5,76,178.2,8,1,16,1.8,3.6,41.9
80-89,36,11,43,18.1,63.5,227.2,3,0,8,1.5,0,42.3
90+,4,3,8,9.4,41.1,110.8,0,0,4,0,0,55.4
