instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-10-26T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-10-26T00:00:00.000Z
,,,2022-10-26T00:00:00.000Z
Assuta Ashdod                 ,,,2022-10-26T00:00:00.000Z
Soroka Medical Center         ,65.1,82.3,2022-10-26T00:00:00.000Z
Rabin K. Hasharon             ,71.1,75.5,2022-10-26T00:00:00.000Z
Yosephtal Hospital            ,75,49.2,2022-10-26T00:00:00.000Z
Assaf Harofeh Medical Center  ,85.7,75.4,2022-10-26T00:00:00.000Z
Shmuel Harofe                 ,97.2,80.9,2022-10-26T00:00:00.000Z
Bnei Ziom Medical Center      ,100,98.8,2022-10-26T00:00:00.000Z
Barzilai Medical Center       ,103.6,96,2022-10-26T00:00:00.000Z
,,,2022-10-26T00:00:00.000Z
Hadassah Mount Scopus         ,77.8,80.2,2022-10-26T00:00:00.000Z
Meir Hospital                 ,87.5,90.7,2022-10-26T00:00:00.000Z
Poriah Hospital               ,96.2,80.3,2022-10-26T00:00:00.000Z
Chaim Sheba Medical Center    ,100.4,110.2,2022-10-26T00:00:00.000Z
Nahariya                      ,104.2,90.4,2022-10-26T00:00:00.000Z
Hadassah Ein Kerem            ,120.4,102.8,2022-10-26T00:00:00.000Z
Hacarmel Hospital             ,,,2022-10-26T00:00:00.000Z
Hillel Yaffeh Medical Center  ,98.6,93.2,2022-10-26T00:00:00.000Z
Haemek Valley Center Hospital ,98.7,78.3,2022-10-26T00:00:00.000Z
The Holy Family               ,,,2022-10-26T00:00:00.000Z
,,,2022-10-26T00:00:00.000Z
Woolfson Medical Center       ,82.8,83.9,2022-10-26T00:00:00.000Z
      Ziv Hospital            ,90.6,85.6,2022-10-26T00:00:00.000Z
Laniado                       ,97.4,98.6,2022-10-26T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-10-26T00:00:00.000Z
,,,2022-10-26T00:00:00.000Z
Kaplan Hospital               ,,,2022-10-26T00:00:00.000Z
Rambam                        ,104,91.4,2022-10-26T00:00:00.000Z
Rabin K. Beilinson            ,136.6,109.7,2022-10-26T00:00:00.000Z
Shaare Zedek                  ,,,2022-10-26T00:00:00.000Z
