age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,27,79,193.6,12.1,8.3,0,0,0,0,0,0
12-15,6,57,22,111.8,17.6,7.9,0,0,0,0,0,0
16-19,11,211,28,314.7,48.1,20.5,0,0,0,0,0,0
20-29,15,507,56,153.3,45.2,33.5,0,0,2,0,0,1.2
30-39,19,483,67,179.3,45.7,54,0,0,0,0,0,0
40-49,16,562,62,117.8,56.8,65.3,0,1,0,0,0.1,0
50-59,27,608,51,148.4,76.4,98.1,0,3,3,0,0.4,5.8
60-69,83,1073,51,300.9,163.1,92.7,0,9,4,0,1.4,7.3
70-79,122,1162,65,378.6,244,643.9,1,19,6,3.1,4,59.4
80+,58,903,72,356.7,365.1,493.7,2,22,7,12.3,8.9,48
